qualification_id,call_id,lead_id,interest_type,target_state,target_city,budget_min,budget_max,timeline_months,pre_approval_status,desired_property_type,move_in_timeline,property_address,estimated_value,reason_for_selling,listing_timeline,agent_matched,created_at
1a6d70ba-9bc4-4021-a60b-945b26b0cce1,83551d70-caaf-4b33-90a3-0ff420bb38e4,02e46f74-a47a-47b9-b5d2-cef44d800f66,seller,UT,Courtneyville,1500000,5000000,12,,,,"USNV Gilmore, FPO AP 23341",3829420.0,Job Change,Within 30 days,False,2026-04-04T20:34:47.520325
64efb9cc-ce7e-4a52-a730-915b814b1e12,ccaa6c00-b315-4917-9b07-44c9445103c8,012d32ad-f34d-4c18-b05f-1eceed2d2052,seller,OK,New Derekfort,1500000,5000000,24,,,,"90534 Carter Walks Apt. 042, Lisaberg, KY 45057",3208999.0,Upsizing,1-3 months,True,2026-07-16T16:15:49.520325
568623cb-4c99-46bc-85ae-0f0428cb5b1d,0ff53185-8cb4-49cb-a48f-a02584621401,a298fe02-cedb-4bce-9769-ae94dd03981f,buyer,CT,Lake Victoria,250000,400000,1,In Progress,Condo,3-6 months,,,,,True,2026-06-01T01:24:17.520325
8aa346ee-2772-4000-8011-5792d2441e6e,e154c5a1-0353-4f06-b32e-7651c6927abc,cd422b32-9a29-494f-929a-45c0cc8a2a83,buyer,ID,West Gabriellestad,600000,900000,6,Approved,Land,ASAP,,,,,False,2026-03-06T20:20:49.520325
2cf335d5-0b71-4029-a3cb-4afcd2fc722a,723f09c4-7054-49a4-97cf-8c6bc5c8c2fa,9265687d-b0ae-46e9-93fd-4077c03e5518,buyer,WI,West Donberg,250000,400000,1,In Progress,Commercial,ASAP,,,,,True,2026-05-19T21:19:02.520325
909b76b8-6c6f-4086-b1b2-241aa66dcb92,51150cb1-6ef0-4c7a-b235-8c4ea1c22a27,f3249226-367d-4852-9094-3cf8bd33f919,buyer,MI,West Ruben,400000,600000,1,Not Started,Townhouse,ASAP,,,,,True,2026-02-22T19:34:32.520325
007bb3a9-806e-41e4-a2fb-67dce47b20d8,fecd95e4-9da2-4eae-8508-dfd40cf9ba14,64cdeab7-5125-468a-8fc9-4cad86a7b97f,seller,MI,East Timothy,100000,250000,3,,,,"636 Margaret Avenue Suite 015, New Dariusport, NV 25981",151305.0,Relocation,1-3 months,False,2026-03-20T18:32:01.520325
0701f4de-9365-4ddd-9ab4-2a9f8153d3fd,19aea0ea-7f59-4d8f-b2de-8e73728de977,665120f4-a4f2-498b-aa7c-8aab102b0f27,buyer,WI,Port Daniel,400000,600000,24,Approved,Commercial,ASAP,,,,,True,2026-03-25T04:36:41.520325
e042d097-017f-407d-9183-730776fe6d28,bb96ff76-b351-4d72-8b59-1e4b328b04c3,8c033c6b-af39-4f44-b5ac-7f8e641c7530,buyer,CT,East Cynthiabury,1500000,5000000,1,Approved,Single Family,ASAP,,,,,False,2026-03-13T05:41:15.520325
7b798467-e25e-4689-8e57-dd3a3578771b,4613ff9f-e0b2-45d3-8dc0-2d9d3ad320e8,f44243b5-483d-459b-b5d9-e11b41b65f32,seller,UT,Youngtown,1500000,5000000,6,,,,"4260 Matthew Brook, South Codychester, VA 39953",3277692.0,Estate Sale,1-3 months,True,2026-05-10T20:55:04.520325
6833a592-5b57-4673-b22e-13f6dadea745,229ff4ef-4101-4691-8901-4be1f0c5ea1d,6c081e21-db65-4124-b305-2cfb251b7f22,seller,TN,South Chad,1500000,5000000,3,,,,"Unit 3962 Box 7128, DPO AA 29125",2000609.0,Estate Sale,Not sure,True,2026-06-20T00:32:00.520325
ff8a337e-5d97-4ad1-a039-c1d3590a8233,a1b17fbc-1644-42fe-ba1e-cc74af4e2a4a,64cdeab7-5125-468a-8fc9-4cad86a7b97f,seller,MI,East Timothy,100000,250000,3,,,,"636 Margaret Avenue Suite 015, New Dariusport, NV 25981",151305.0,Relocation,1-3 months,True,2026-04-14T00:18:09.520325
4070cc2e-cd28-41f6-b7c5-39407410ea96,be455654-4dce-4a52-a3ec-cad2ae5063c2,0cfb26f6-5fbc-4576-b499-ef9a67672458,seller,MA,North Mark,250000,400000,6,,,,"1266 Christopher Manors Apt. 737, West Ericafurt, OR 73766",379706.0,Financial Hardship,3-6 months,True,2026-03-19T01:07:40.520325
b5f9133a-9def-4e62-ac80-ec7b4c5b7246,b4163a31-d053-4e4b-88a3-58a3da3d8eb5,839497aa-00cf-442b-83e0-c5c44323a66c,buyer,AK,Chloeview,600000,900000,6,Approved,Multi-Family,ASAP,,,,,False,2026-02-11T23:17:18.520325
1ed9e390-a4d6-4dbd-be4d-ace47392e812,f7b3c7b7-5136-4837-b16b-2001d46d7691,3709a9ea-0f64-4fc6-a154-52a6789a68d9,seller,GA,Lake Matthew,900000,1500000,24,,,,"917 Barrett Parkways, South Adam, WA 06867",1435617.0,Estate Sale,1-3 months,True,2026-07-17T12:02:36.520325
5ece7915-6ab6-4cfa-bed9-9b66d201f24e,180251a1-5b82-4dbe-875d-9ad635bf26b2,9118917a-f5d4-45dc-8483-44e83ff0999a,buyer,NE,Gonzalezfort,900000,1500000,1,Approved,Condo,1-3 months,,,,,False,2026-03-26T02:22:33.520325
7268e592-7d0f-43f7-932e-6f79689b0635,c462a4a8-812f-4041-81ae-c15cc1a86f3d,9ba64d5b-6864-4fb8-b89b-a50a680f0a10,seller,MT,Nicolemouth,1500000,5000000,12,,,,"PSC 7782, Box 0582, APO AP 45281",2754451.0,Downsizing,1-3 months,True,2026-04-04T07:34:30.520325
d7c0502b-1ce1-4864-994a-ddccb1d778c8,0f6ea0fc-2ab3-4a25-a2f5-01f5d91715f1,0f35b07a-d0a2-47d3-ad67-612fa683ed92,seller,HI,North Linda,250000,400000,24,,,,"520 Bright Green Suite 660, West Jessica, IN 90458",251479.0,Investment,Not sure,True,2026-05-23T20:55:11.520325
11980525-cdce-4a94-b5fc-e7b94beb44b4,10090050-c704-4952-a74b-19478d25d859,5388c8ba-a102-4a2e-bbbb-f9cc34163c31,seller,IA,Ramosport,900000,1500000,1,,,,"726 Powers Ranch, West Andrew, AS 12568",1318002.0,Estate Sale,Within 30 days,True,2026-05-27T17:53:07.520325
bfb839ce-7c99-46e0-bab6-5b82dbe536f1,5494ee99-d015-4733-968a-a9a852ad08a3,ebf759f7-d32f-4488-ade3-fe75aeb0e78a,buyer,WA,New Stephaniefurt,250000,400000,24,In Progress,Condo,3-6 months,,,,,True,2026-04-15T20:13:42.520325
631e9320-cbf5-4138-ade1-8625bb18cd15,4efa527a-5ed8-4ef1-9ec8-da87800d8065,3062703d-49b9-4dfa-a2d6-ab297a6b1517,seller,TX,Porterville,250000,400000,12,,,,"37100 Camacho Mountains Suite 164, Lake Kimberlyside, VT 03610",360539.0,Upsizing,Within 30 days,True,2026-07-08T09:04:52.520325
be7676bb-0360-4266-b1ec-13e128213b4c,e9b44f10-019b-4d26-96b9-3f86ef35358b,e3daf3fa-2737-4f0d-94a5-be219ee2bc43,seller,CO,Kingfurt,100000,250000,3,,,,"3726 John Drive Apt. 450, Stevenfurt, FM 86147",119192.0,Relocation,Not sure,True,2026-03-22T20:06:06.520325
481e13fb-10ee-43ba-8691-c1c52a53797f,6e80ee98-8c13-4853-b298-ff00a1c32564,92adac7a-d449-4d1c-ad43-fafe9a92aed9,buyer,AZ,North Samantha,400000,600000,6,Not Started,Townhouse,1-3 months,,,,,True,2026-02-03T04:22:35.520325
b21d41be-009e-402d-9661-d6d1e3d68ef2,a215dde8-81a4-40fe-a2c1-4599d2f4c31d,81859246-8e57-4661-8500-c34a77882817,buyer,CT,North Megan,600000,900000,1,Approved,Land,3-6 months,,,,,True,2026-03-30T05:35:44.520325
84bc965d-6aa8-472f-b1b2-87ccaa4440c6,c4107ef0-e326-43ab-bdae-ca6180087b4b,99d306bf-223e-4cde-bed4-518222bebba0,buyer,MO,Lake Juliefurt,900000,1500000,12,Not Started,Townhouse,3-6 months,,,,,True,2026-03-16T12:17:42.520325
9a193e4f-62c9-48b3-86b5-e10296fcfaa7,16642399-9dd5-4e6d-99e3-8cf8452de927,3062703d-49b9-4dfa-a2d6-ab297a6b1517,seller,TX,Porterville,250000,400000,12,,,,"37100 Camacho Mountains Suite 164, Lake Kimberlyside, VT 03610",360539.0,Upsizing,Within 30 days,True,2026-03-01T05:09:44.520325
409cc613-02a8-44a3-bb01-5c066d5cea2b,8f38e723-defd-4c2d-aa86-71b4500fd2e2,c96ab3cd-ce8f-4b1b-b0a3-f76725826bfa,seller,GA,South Karenmouth,600000,900000,12,,,,"9417 Waters Turnpike Suite 250, Wrighttown, MD 47184",612072.0,Estate Sale,1-3 months,True,2026-02-26T16:39:04.520325
89d45409-6426-4684-a26d-bdae5939ebbb,c3691c3f-dc9d-4e00-9faa-c1fbbfbe9501,cbf5bc89-ab93-473d-bca3-c754f040595b,buyer,MN,South Brianna,400000,600000,1,In Progress,Single Family,3-6 months,,,,,True,2026-06-30T00:42:38.520325
ffef8ad7-9f0c-4adc-8a02-9dbd738d639d,67b0d007-f20d-4383-87f4-7eeb011a882d,e792e61b-0a00-42f2-9427-eaf32253c768,buyer,VA,Catherinehaven,1500000,5000000,3,Not Started,Single Family,6-12 months,,,,,True,2026-03-15T23:42:00.520325
0f57e7be-21a6-4159-9892-69dfb282b138,d244494b-88a1-43ad-9887-1a1f52d2d426,e7bc2fc4-060c-46bb-a766-347c8a74b795,buyer,GA,Port Karenville,1500000,5000000,6,In Progress,Multi-Family,6-12 months,,,,,True,2026-07-01T20:46:59.520325
c10d7748-18b4-4e99-960f-bce382672491,81f14af1-88f8-4948-a234-0f22889a84ae,16c63159-f06e-44b6-ba1b-728ba2fbca47,seller,NV,Amyberg,900000,1500000,24,,,,"8688 Christina Mews, West Randall, FL 99184",977267.0,Job Change,Not sure,True,2026-06-13T13:29:26.520325
b7fc5103-b6a6-4105-b6bb-2337535fc9b2,1e7c2f7b-d4b6-420b-a8bc-ac3c8fb8c0fc,90104dca-00ab-426a-ba8e-b79bb735001f,buyer,PA,Leemouth,100000,250000,3,Approved,Townhouse,1-3 months,,,,,False,2026-01-23T16:08:17.520325
975ab571-de2a-449b-a7d9-d44815f00510,1b62021f-ad99-40d4-92b4-a38a306b8c64,79767b9d-c0fa-4f25-acbf-fa2c72214805,seller,NV,Campbellport,1500000,5000000,1,,,,"86463 Patricia Unions Suite 520, Powersfurt, NV 69007",3653110.0,Investment,Not sure,True,2026-06-18T10:03:34.520325
61e6075f-7745-4e49-a153-a18bbc5e011b,0846bbcd-0d5e-4401-b568-538657c5e19e,bba25829-129d-453e-9cf0-e557150f1dd5,seller,WA,Andrewview,900000,1500000,6,,,,"USNS Young, FPO AA 00756",1170620.0,Investment,3-6 months,True,2026-06-15T07:52:26.520325
c6762153-9693-4b94-ac1d-1102b61e0946,1b7eeb89-87ea-40e4-b9ea-cb2b28e5d82d,2fd8cb0f-aac5-45a3-afe3-48e23cec7471,seller,AK,Ambertown,1500000,5000000,12,,,,"PSC 7365, Box 1189, APO AE 75955",3189387.0,Downsizing,Not sure,True,2026-06-29T00:05:29.520325
7d6e8961-cfb5-4522-8d7c-e9187b4a5149,c9b6e430-c0fe-40b1-92c2-e5b06a8eb690,aa05c4b5-51e7-44c8-80dd-dfd972684659,seller,WY,South Andre,400000,600000,6,,,,"8173 Ray Fort Suite 579, Lake Lanceberg, AS 83065",574125.0,Investment,Not sure,True,2026-07-09T03:49:10.520325
28c3bebe-df23-415d-b4e7-86aebe780798,1ef91d7e-fe21-4d7b-997f-696e88379bec,9302a98a-51ea-491b-8378-5bbe2d2b14ba,buyer,ID,Moorebury,100000,250000,6,Approved,Townhouse,1-3 months,,,,,True,2026-04-12T02:45:00.520325
8680b66b-983a-42a4-8503-dd8900f29de1,ba719142-6727-4248-aadc-fb3bd0e08325,f7e1d44b-24ba-43df-b5d6-060cad0ee44b,buyer,NV,New Tracystad,900000,1500000,6,Not Started,Condo,3-6 months,,,,,True,2026-06-20T14:12:11.520325
05515a26-83ff-474a-b0fc-f283ef8d4763,9474c33d-3de9-4512-bfa2-fe5afc4ca830,5388c8ba-a102-4a2e-bbbb-f9cc34163c31,seller,IA,Ramosport,900000,1500000,1,,,,"726 Powers Ranch, West Andrew, AS 12568",1318002.0,Estate Sale,Within 30 days,True,2026-07-18T06:34:39.520325
e7ca20f3-4474-44e2-ac8a-124aa7d6a497,7dab39c5-4d4f-47c3-89a4-bcfba4cffcc8,7df6926e-0736-4457-a5b0-9b2f88d21a1a,seller,PA,West Shelbyborough,250000,400000,24,,,,"45506 Ryan Coves, Simsfort, NE 74081",284253.0,Relocation,Within 30 days,True,2026-01-26T20:11:46.520325
fa3d586b-234e-4e90-9d15-deb389b04566,f87ed431-adb0-4214-9239-a7400c1db27c,c733c46c-7333-4a9f-b323-ac55acdf740c,buyer,AZ,Carloston,400000,600000,24,In Progress,Condo,3-6 months,,,,,True,2026-07-05T18:28:04.520325
cbe9cd36-d018-4463-86f3-536e9d8716b6,7d8784fb-6345-4891-9f31-eb27c4d29fbd,c733c46c-7333-4a9f-b323-ac55acdf740c,buyer,AZ,Carloston,400000,600000,24,In Progress,Condo,3-6 months,,,,,False,2026-03-05T03:50:11.520325
3ab5fcd3-26c8-47c4-887f-8c34c72a6949,a3c26db0-79eb-4d9b-b917-e5db6745e405,27d78149-47d1-4d08-89a7-12c45bfcc8c9,buyer,CT,East John,600000,900000,24,In Progress,Land,6-12 months,,,,,True,2026-03-07T03:10:32.520325
a401f0de-e518-468e-85ef-2470253c1d51,3a1b1534-1cb7-4320-b224-d7cce2a4f78c,edeb2da1-caa3-416b-8754-eea9cdeb254b,buyer,HI,South Gregory,100000,250000,24,Approved,Commercial,3-6 months,,,,,True,2026-02-09T06:47:26.520325
9657ebd6-a52e-401d-98f9-b7463aa0f9a9,e75faf01-9fe9-4ad0-979f-f6a7ef3d6d8b,5b095e46-07af-4231-8b5e-ec55ace9dc2e,buyer,RI,Nicoleville,250000,400000,3,Not Started,Townhouse,ASAP,,,,,True,2026-03-22T03:02:49.520325
c3496ce8-e3c6-466f-8339-03243897dcfd,ac73385b-0e23-40d6-abc4-7f6ecf46f398,97d9a75d-42db-457f-86eb-07b3bfd011a1,seller,RI,Port Jessica,400000,600000,24,,,,"92405 Kevin Mountains, West Jasonside, IL 27213",533155.0,Downsizing,Not sure,True,2026-05-19T07:11:18.520325
f8ede475-449f-4168-9ead-7524cb724767,6b5d8133-e25a-4138-a019-fa0ab9902418,ce2f8ca4-b137-4f70-808b-2b60f72be57d,seller,KY,New Stephenville,600000,900000,3,,,,"215 Michael Bridge Apt. 446, Michaelfurt, KS 74047",710971.0,Estate Sale,1-3 months,True,2026-06-19T19:27:16.520325
085c462c-e3bc-4e3c-8b12-7a9f7da0d990,247fed52-f9fe-40e8-9cd3-9a02713b79fe,9302a98a-51ea-491b-8378-5bbe2d2b14ba,buyer,ID,Moorebury,100000,250000,6,Approved,Townhouse,1-3 months,,,,,False,2026-02-19T10:33:57.520325
cbee4a93-6a35-4682-a34e-c8c897e384ff,153d7336-cf3b-4615-8255-d0a1155d246f,6b919d10-fd1f-430b-b7e8-4e46a04f9bcb,seller,MO,East Donna,400000,600000,12,,,,"001 Stacy Trail Suite 396, South Pamelaside, LA 84637",498473.0,Downsizing,1-3 months,True,2026-03-22T11:37:58.520325
a3d29462-5807-46c6-a50e-73227c1e1da4,6b87ba17-3302-4759-9843-0a2820f08353,e7bc2fc4-060c-46bb-a766-347c8a74b795,buyer,GA,Port Karenville,1500000,5000000,6,In Progress,Multi-Family,6-12 months,,,,,True,2026-06-16T11:04:18.520325
78997055-1547-41c7-bcf6-7eb685018cbd,2df84b08-1e08-4ff3-b74a-a97de2968b96,6c081e21-db65-4124-b305-2cfb251b7f22,seller,TN,South Chad,1500000,5000000,3,,,,"Unit 3962 Box 7128, DPO AA 29125",2000609.0,Estate Sale,Not sure,True,2026-05-27T13:27:14.520325
daae7a74-d466-4758-9f5a-2ce4d7f66030,0bd8e962-9b89-4e37-b028-ecb65ac571e0,a19d0bf9-cb01-4271-8c27-7a1edaaae580,seller,NH,Ballardland,900000,1500000,6,,,,"10303 Wong Run, South Megan, PR 71094",1310893.0,Divorce,3-6 months,True,2026-06-27T09:22:18.520325
9205aa96-3b8c-4aaa-8ac4-e74d0295f505,6bd54431-4cd9-4ee0-b87e-7636d60a20c5,6bda2293-8d09-4443-861f-2bd9a55aa4a3,seller,MN,New Raymondland,900000,1500000,6,,,,"227 Tony Run Apt. 898, East Charles, WI 56870",1107772.0,Downsizing,Not sure,True,2026-04-23T00:25:44.520325
ceea4b8d-a70f-4a24-a3fa-d8f35e49f95b,dbe1e8e9-0cfe-4462-88ec-74a3a2324251,888ec84e-da04-4d6f-b766-35af40a6ae72,buyer,TX,Melissashire,900000,1500000,6,Not Started,Land,3-6 months,,,,,True,2026-03-07T05:57:24.520325
5013a5f8-eed3-49ea-a435-8f9fed08f6e1,ca9aab4e-1055-4153-8012-dae1e06c26bb,6bda2293-8d09-4443-861f-2bd9a55aa4a3,seller,MN,New Raymondland,900000,1500000,6,,,,"227 Tony Run Apt. 898, East Charles, WI 56870",1107772.0,Downsizing,Not sure,True,2026-03-14T07:26:14.520325
9fba9907-cb65-4186-a649-ae397083bfbf,af4ad33c-fa86-41c4-878a-03658a6facfe,e7bc2fc4-060c-46bb-a766-347c8a74b795,buyer,GA,Port Karenville,1500000,5000000,6,In Progress,Multi-Family,6-12 months,,,,,True,2026-06-27T10:05:23.520325
2f4f1b1a-38ae-4ce8-adc2-b41074f570c6,cb1c64c0-1ffa-4f7d-8dbb-496311a2191a,cbf5bc89-ab93-473d-bca3-c754f040595b,buyer,MN,South Brianna,400000,600000,1,In Progress,Single Family,3-6 months,,,,,True,2026-07-02T05:00:45.520325
69749346-93aa-4883-89b6-0108fe6e0f92,881d02b4-0e10-4dc5-b8cd-258482c46f70,e96853b4-904b-4540-b309-029f4ca4a335,buyer,AR,South Stevenberg,900000,1500000,12,In Progress,Land,6-12 months,,,,,True,2026-03-08T23:17:59.520325
8e208ead-3245-424d-ae17-e70a4ba8df3e,8d27838f-a6bb-495e-a126-5f3e60b9df99,ce2f8ca4-b137-4f70-808b-2b60f72be57d,seller,KY,New Stephenville,600000,900000,3,,,,"215 Michael Bridge Apt. 446, Michaelfurt, KS 74047",710971.0,Estate Sale,1-3 months,True,2026-05-15T01:24:07.520325
